OBJECTID,Facility_Name,Type,Owner,County,Latitude,Longitude
547,Baraka Medical Clinic (Trans Nzoia East),Medical Clinic,Private Practice - Nurse / Midwife,Trans Nzoia,1.02820000000,35.12358000000
548,Baraka Medical Clinic (Turkana Central),Medical Clinic,Private Practice - Nurse / Midwife,Turkana,3.10737000000,35.60484000000
549,Baraka Medical Clinic (Vikwatani),Medical Clinic,Private Enterprise (Institution),Mombasa,-4.00513000000,39.68971000000
550,Baraka Medical Clinic Kitengela,Medical Clinic,Private Practice - Nurse / Midwife,Kajiado,-1.48210000000,36.95013000000
551,Baraka Medical Clinic(Muranga),Medical Clinic,Private Practice - Clinical Officer,Murang'a,-0.73203000000,36.92821000000
552,Baraka Yetu Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kitui,-1.35512000000,38.06980000000
553,Barakeiywo Dispensary,Dispensary,Ministry of Health,Uasin Gishu,0.20126000000,35.36798000000
554,Baraki Dispensary,Dispensary,Ministry of Health,Garissa,0.65177000000,39.58088000000
555,Barambate Dispensary,Dispensary,Ministry of Health,Isiolo,0.43648000000,38.16055000000
556,Baranga Dispensary,Dispensary,Ministry of Health,Meru,-0.10550000000,37.67919000000
557,Bararget Dispensary,Dispensary,Ministry of Health,Nakuru,-0.41505000000,35.73243000000
558,Baraton MCH,Dispensary,Academic (if registered),Nandi,0.23968000000,35.09219000000
559,Barazani Medical Clinic,Dispensary,Private Practice - General Practitioner,Makueni,-1.94626000000,37.43785000000
560,Barding Dispensary,Dispensary,Ministry of Health,Siaya,0.01281000000,34.32742000000
561,Bargain Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Nakuru,-0.27950000000,36.12783000000
562,Bargoni Nys Dispensary,Dispensary,Ministry of Health,Lamu,-2.01832000000,40.78041000000
563,Baricho Catholic Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Kirinyaga,-0.55406000000,37.22931000000
564,Baricho Dispensary (Malindi),Dispensary,Ministry of Health,Kilifi,-3.10339000000,39.78478000000
565,Baricho Health Centre,Health Centre,Ministry of Health,Kirinyaga,-0.55313000000,37.23931000000
566,Baringo County Beyond Zero Mobile Clinic,Medical Clinic,Ministry of Health,Baringo,0.49119000000,35.74360000000
567,Barmil Dispensary,Dispensary,Ministry of Health,Wajir,1.62753000000,39.70657000000
568,Barnet Memorial Hospital,Other Hospital,Private Enterprise (Institution),Baringo,0.49418000000,35.74169000000
569,Barotion (AIC) Dispensary,Dispensary,Ministry of Health,Kericho,-0.15423000000,35.58121000000
570,Barpello Dispensary,Dispensary,Ministry of Health,Baringo,1.16278000000,35.90760000000
571,Barquqe Dispensary,Dispensary,Ministry of Health,Garissa,0.86705000000,39.30379000000
572,Barsaloi Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Samburu,1.33487000000,36.86091000000
573,Barsaloi GK Dispensary,Dispensary,Ministry of Health,Samburu,1.43620000000,36.84190000000
574,Bar-Sauri Dispensry,Health Centre,Ministry of Health,Siaya,0.11125000000,34.52503000000
575,Barsheba Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Mombasa,-4.00313000000,39.71214000000
576,Barsombe Dispensary,Dispensary,Ministry of Health,Uasin Gishu,0.89253000000,35.33010000000
577,Barsombe Dispensary (Turbo),Dispensary,Ministry of Health,Uasin Gishu,0.89993300000,35.32770000000
578,Bartabwa Dispensary,Dispensary,Ministry of Health,Baringo,0.83614000000,35.81038000000
579,Bartolimo Dispensary,Dispensary,Ministry of Health,Baringo,0.68205000000,35.81633000000
580,Barut Dispensary,Dispensary,Local Authority,Nakuru,-0.19625000000,36.03383000000
581,Barut Medical clinic,Dispensary,Private Practice - General Practitioner,Nakuru,0.19625000000,36.03383000000
582,Barwaqo Clinic,Medical Clinic,Private Enterprise (Institution),Wajir,1.74603000000,40.04796000000
583,Barwaqo Dispensary,Dispensary,Ministry of Health,Wajir,1.74150000000,40.03604000000
584,Barwessa Health Centre,Dispensary,Ministry of Health,Baringo,0.70307000000,35.69858000000
585,Basa Dispensary,Dispensary,Ministry of Health,Isiolo,1.18230000000,38.58158000000
586,Bashal Islamic Community Health Initiative,Health Centre,Supreme Council for Kenya Muslims,Garissa,-0.46334000000,39.66193000000
587,Basir Dispensary,Dispensary,Ministry of Health,Wajir,2.18467000000,39.04120000000
588,Batalu Dispensary,Dispensary,Ministry of Health,Wajir,2.83471000000,39.85040000000
589,Batian Clinical Services,Medical Clinic,Private Practice - Clinical Officer,Kajiado,-1.47730000000,36.95737000000
590,Batian Eye Clinic,Eye Centre,Private Enterprise (Institution),Nyeri,-0.00133200000,37.09400000000
591,Batian Flowers Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Meru,0.08117000000,37.28271000000
592,Batian Laboratory Services,Laboratory (Stand-alone),Private Enterprise (Institution),Nyeri,-0.00133200000,37.09400000000
593,Batian Medical Centre,Medical Clinic,Private Practice - General Practitioner,Kajiado,-1.47634000000,36.95901000000
594,Batian Medical Centre Annex,Medical Clinic,Private Practice - General Practitioner,Kajiado,-1.48141000000,36.95650000000
595,Batian Medical Services Medical Clinic,Medical Clinic,Private Practice - Medical Specialist,Nyeri,-0.00133200000,37.09400000000
596,Bay Leaf Health Center,Health Centre,Private Practice - General Practitioner,Mombasa,-4.04649000000,39.65783000000
597,Bay Way Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Vihiga,0.00125000000,34.56958000000
598,Bcj Medical Centre,Medical Clinic,Private Practice - Nurse / Midwife,Kirinyaga,-0.68528000000,37.35455000000
599,Beacon of Hope Clinic (Kajiado),Medical Clinic,Private Practice - General Practitioner,Kajiado,-1.39401000000,36.76284000000
600,Beberion Clinic,Medical Clinic,Private Enterprise (Institution),Kakamega,0.82537000000,35.12097000000
601,Becca Medical Clinic,Medical Clinic,Ministry of Health,Makueni,-1.77963000000,37.62704000000
602,Beggs Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kakamega,0.82902000000,35.12129000000
603,Bekam Clinic,Medical Clinic,Private Enterprise (Institution),Nyamira,-0.48282000000,35.02174000000
604,Bekibon Dispensary,Dispensary,Ministry of Health,Baringo,0.34083000000,35.88575000000
605,Belgut Dispensary,Dispensary,Ministry of Health,Bomet,-0.75311000000,35.41447000000
606,Bellevue Health Centre,Health Centre,Ministry of Health,Nyeri,-0.22811000000,36.73023000000
607,Benane Health Centre,Health Centre,Ministry of Health,Garissa,0.50469000000,38.66288000000
608,Benga Bi Dispensary,Dispensary,Ministry of Health,Siaya,0.09518000000,34.12491000000
609,Benga Dispensary,Dispensary,Ministry of Health,Busia,0.31405000000,34.34289000000
610,Bengo Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kilifi,-3.92993000000,39.56932000000
611,Benmac Clinic,Medical Clinic,Private Enterprise (Institution),Nakuru,-0.37458000000,35.94450000000
612,Bennedict XVI Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Laikipia,-0.03948000000,36.33457000000
613,Benon Dispensary,Dispensary,Ministry of Health,Trans Nzoia,0.98199000000,35.31329000000
614,Benrose Clinic,Medical Clinic,Private Enterprise (Institution),Homa Bay,-0.62480000000,34.50197000000
615,Bens Labs,Laboratory (Stand-alone),Private Enterprise (Institution),Kirinyaga,-0.47000000000,37.39940000000
616,Bensu Health Care Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Meru,0.23298000000,37.94295000000
617,Beramo Dispensary,Dispensary,Ministry of Health,Wajir,2.56342000000,39.29378000000
618,Best Healthlife Clinic,Medical Clinic,Private Enterprise (Institution),Uasin Gishu,0.48397000000,35.26107000000
619,Beta Care Nursing Home,Nursing Home,Private Enterprise (Institution),Kiambu,-1.06305000000,36.78275000000
620,Beta Medical & Skin Clinic,Medical Clinic,Private Enterprise (Institution),Mombasa,-4.05230000000,39.67370000000
621,Bethania Clinic,Nursing Home,Private Practice - Nurse / Midwife,Nakuru,-0.56696000000,36.11691000000
622,Bethania Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nakuru,0.25742000000,36.10862000000
623,Bethany Clinic,Medical Clinic,Private Practice - Clinical Officer,Kirinyaga,-0.47640000000,37.23567000000
624,Bethany Dispensary,Dispensary,Other Faith Based,Kwale,-4.11230000000,39.33470000000
625,Bethany Family Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nyeri,-0.30114000000,36.81861000000
626,Bethany Health Services Clinic,Dispensary,Private Practice - Nurse / Midwife,Makueni,-1.87708000000,37.52179000000
627,Bethel Clinic,Medical Clinic,Private Enterprise (Institution),Nairobi,-1.27297000000,36.86882000000
628,Bethel Hospital (Nandi),Other Hospital,Christian Health Association of Kenya,Nandi,0.19746000000,35.21279000000
629,Bethel Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kiambu,-1.15278000000,36.92901000000
630,Bethelm Clinic,Medical Clinic,Private Practice - General Practitioner,Kajiado,-1.39607000000,36.75590000000
631,Bethezda Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Nandi,0.10409000000,35.18542000000
632,Bethsaida (AIC) Clinic (Nakuru),Dispensary,Christian Health Association of Kenya,Nakuru,-0.17608000000,36.03875000000
633,Bethsaida (PCEA) Dispensary (Nyeri),Dispensary,Christian Health Association of Kenya,Nyeri,-0.49110700000,36.89370000000
634,Bethsaida Catholic Dispensary,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,Kiambu,-1.16838000000,36.80454000000
635,Bethsaida Clinic (Kirinyaga-Gathiga),Medical Clinic,Private Enterprise (Institution),Kirinyaga,-1.21700000000,36.74100000000
636,Bethsaida Clinic (Kirinyaga-Thiba),Medical Clinic,Private Enterprise (Institution),Kirinyaga,-0.61046000000,37.34770000000
637,Bethsaida Grandcure Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Tharaka Nithi,-0.27232000000,37.65471000000
638,Bethsaida Medical Clinic (Gatundu),Medical Clinic,Private Practice - Clinical Officer,Kiambu,-1.01251000000,36.90515000000
639,Bethsaida Medical Clinic (Kangundo),Medical Clinic,Private Enterprise (Institution),Machakos,-1.29687000000,37.28020000000
640,Bethwell Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Embu,-0.30178600000,37.42770000000
641,Betta Health Care,Medical Clinic,Private Enterprise (Institution),Meru,0.22917000000,37.94144000000
642,Better Health Services,Medical Clinic,Private Practice - Nurse / Midwife,Nakuru,-0.82184000000,36.20376000000
643,Better Medical Clinic,Medical Clinic,Private Enterprise (Institution),Garissa,-0.44635000000,39.63887000000
644,Better off Knowing Stand Alone VCT Centre (Liverpo,VCT Centre (Stand-Alone),Other Public Institution,Kilifi,-3.22413000000,40.08830000000
645,Beula's Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kajiado,-1.33503000000,36.67335000000
646,Bevans Medical Clinic,Medical Clinic,Private Practice - General Practitioner,Nyeri,-0.47988000000,37.12576000000
647,Bewa Medical clinic,Medical Clinic,Private Practice - Nurse / Midwife,Bungoma,0.73459000000,34.57697000000
648,Beyond the Bridge Vision VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,Nairobi,-1.31558000000,36.78842000000
649,Bgp Block 10Ba Base Camp Clinic,Medical Clinic,Non-Governmental Organizations,Turkana,3.32005000000,35.51874000000
650,Biafra Lions Clinic,Medical Clinic,Local Authority,Nairobi,-1.28234000000,36.84850000000
651,Biafra Medical Clinic,Dispensary,Private Enterprise (Institution),Nairobi,-1.28683700000,36.84954400000
652,Bibirioni Health Centre,Health Centre,Christian Health Association of Kenya,Kiambu,-1.08108000000,36.61710000000
653,Bible Faith Church Medical Services Dispensary,Dispensary,Other Faith Based,West Pokot,1.21231000000,35.14601000000
654,Bidii Health Centre,Health Centre,Ministry of Health,Trans Nzoia,1.05023000000,35.01692000000
655,Biftu Medical Clinic (Moyale),Medical Clinic,Private Practice - Unspecified,Marsabit,3.52340000000,39.05840000000
656,Bigem Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kirinyaga,-0.62636000000,37.25570000000
657,Bigot Medical Clinic,Medical Clinic,Company Medical Service,Nakuru,-0.67489000000,36.43280000000
658,Bikeke Helth Centre,Health Centre,Ministry of Health,Trans Nzoia,1.00010000000,35.05789000000
659,Bilashaka Dispensary,Dispensary,Ministry of Health,Kwale,-4.48300000000,39.45902000000
660,Biliqi Sericho Dispensary,Dispensary,Ministry of Health,Isiolo,0.12423000000,39.06023000000
661,Biliqo Marara Dispensary,Dispensary,Ministry of Health,Isiolo,0.87690000000,38.39699000000
662,Bindura Dispensary,Dispensary,Other Faith Based,Uasin Gishu,0.27335000000,35.36305000000
663,Binyo Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Nakuru,0.14093700000,36.24270000000
664,Biotisho Ang' Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Samburu,1.02566000000,36.58766000000
665,Biretwa health centre,Health Centre,Ministry of Health,Elgeyo Marakwet,0.53801000000,35.55826000000
666,Biribiriet Dispensary,Dispensary,Community,Nandi,0.38656000000,35.18715000000
667,Birunda (Lyavo Project) Clinic,Medical Clinic,Private Enterprise (Institution),Trans Nzoia,0.96075000000,34.93189000000
668,Bisan Biliqo Dispensary,Dispensary,Ministry of Health,Isiolo,0.91232000000,38.33232000000
669,Bishop Kioko Catholic Hospital,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Machakos,-1.52639000000,37.26279000000
670,Bisil Health Centre,Health Centre,Ministry of Health,Kajiado,-2.08564000000,36.79429000000
671,Bismillahi Medical Clinic,Medical Clinic,Private Enterprise (Institution),Mandera,3.93944000000,41.85759000000
672,Bismillahi Medical Clinic (Garissa),Medical Clinic,Private Practice - Nurse / Midwife,Garissa,-0.44958000000,39.64025000000
673,Bitare Dispensary,Dispensary,Ministry of Health,Kisii,-0.70490000000,34.69538000000
674,Bituyu Dispensary,Dispensary,Ministry of Health,Bungoma,0.74392000000,34.69958000000
675,Biyamadhow Health Centre,Health Centre,Ministry of Health,Wajir,0.61380000000,40.41323000000
676,Blessed Louis Palazzolo Health Centre,Health Centre,Other Faith Based,Kiambu,-1.12234900000,36.77224000000
677,Blessed Medical Clinic,Medical Clinic,Private Enterprise (Institution),Nairobi,-1.31551000000,36.79282000000
678,Bliss Health Care Limited,Medical Clinic,Private Practice - General Practitioner,Nairobi,-1.29369000000,36.82767000000
679,Blissgvs Health Care Pipeline,Medical Clinic,Private Practice - Clinical Officer,Nairobi,-1.32008000000,36.90012000000
680,Blue Cross Medical Clicnic,Medical Clinic,Private Practice - General Practitioner,Nakuru,-0.49840000000,36.32246000000
681,Blue Haven Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kiambu,-1.19714000000,36.92414000000
682,Blue House Dispensary,Dispensary,Non-Governmental Organizations,Nairobi,-1.26632000000,36.85339000000
683,Blue Light Nursing Home,Nursing Home,Private Enterprise (Institution),Mandera,3.93767000000,41.86112000000
684,Blue Line Clinic,Medical Clinic,Private Practice - General Practitioner,Kirinyaga,-0.50566000000,37.28005000000
685,Blue Nile Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kilifi,-3.60981000000,39.85414000000
686,Bluebells Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Machakos,-1.38970000000,36.94023000000
687,Blueturtle,Medical Clinic,Private Practice - Nurse / Midwife,Kitui,-1.42026000000,38.03823000000
688,Boarder Medical Clinic Namanga,Medical Clinic,Private Practice - General Practitioner,Kajiado,-2.54595000000,36.78698000000
689,Bobaracho Dispensary,Dispensary,Ministry of Health,Kisii,-0.77956000000,34.85261000000
690,Bodaki Health Centre,Medical Clinic,Private Practice - Medical Specialist,Nairobi,-1.26859000000,36.75583000000
691,Bodaki Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nairobi,-1.27617000000,36.75580000000
692,Boddu Pharmacy Ltd,Medical Clinic,Private Enterprise (Institution),Meru,3.93029000000,41.86860000000
693,Bodhai Dispensary,Dispensary,Ministry of Health,Garissa,-1.80659000000,40.67837000000
694,Bodi Health Centre,Health Centre,Ministry of Health,Kisumu,-0.16328000000,34.51242000000
695,Bodo Medical Clinic,Medical Clinic,Private Practice - Unspecified,Kwale,-4.38421000000,39.52437000000
696,Bofu Dispensary,Dispensary,Ministry of Health,Kwale,-3.98008000000,39.43351000000
697,Bogwendo Health Centre(Manga),Health Centre,Ministry of Health,Nyamira,-0.64391000000,34.89357000000
698,Bogyar dispensary,Dispensary,Ministry of Health,Garissa,-0.10794000000,39.73760000000
699,Boi Dispensary,Dispensary,Ministry of Health,Nandi,-0.00827000000,34.95408000000
700,Boige Health Centre,Health Centre,Ministry of Health,Kisii,-0.83089000000,34.66809000000
701,Boito Dispensary,Dispensary,Ministry of Health,Bomet,-0.59717000000,35.23460000000
702,Boji Dispensary,Dispensary,Ministry of Health,Isiolo,0.56748000000,38.34074000000
703,Boka,Dispensary,Ministry of Health,Tana River,-1.66180000000,39.22718000000
704,Bokimai Dispensary,Dispensary,Ministry of Health,Kisii,-0.73270000000,34.65188000000
705,Bokole CDF Dispensary,Dispensary,Ministry of Health,Mombasa,-4.01724000000,39.60873000000
706,Bokoli Base Clinic,Medical Clinic,Private Enterprise (Institution),Bungoma,0.71391000000,34.65859000000
707,Bokoli Hospital,Sub-District Hospital,Ministry of Health,Bungoma,0.71026000000,34.66171000000
708,Boma La Tumaini VCT,VCT Centre (Stand-Alone),Kenya Episcopal Conference-Catholic Secretariat,Kajiado,-2.92876000000,37.50805000000
709,Bomani Dispensary,Dispensary,Ministry of Health,Kilifi,-3.88414000000,39.74945000000
710,Bomas of Kenya Dispensary,Dispensary,Parastatal,Nairobi,-1.33680000000,36.76819000000
711,Bombi Dispensary,Dispensary,Ministry of Health,Kilifi,-3.07925000000,39.47874000000
712,Bombolulu Staff Clinic,Medical Clinic,Private Enterprise (Institution),Mombasa,-4.02185000000,39.70224000000
713,Bombululu Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kilifi,-3.81572000000,39.62915000000
714,Bomet County Beyond Zero Mobile Clinic,Medical Clinic,Ministry of Health,Bomet,-0.78278000000,35.33863000000
715,Bomet Health Centre,Health Centre,Ministry of Health,Bomet,-0.78278000000,35.33863000000
716,Bomet Youth Ffriendly Centre,VCT Centre (Stand-Alone),Christian Health Association of Kenya,Bomet,-0.78274000000,35.30160000000
717,Bomu Medical Centre (Likoni),Medical Clinic,Private Enterprise (Institution),Mombasa,-4.09360000000,39.64965000000
718,Bomu Medical Centre (Mariakani),Health Centre,Non-Governmental Organizations,Kilifi,-3.87523000000,39.48301000000
719,Bomu Medical Hospital (Changamwe),Other Hospital,Non-Governmental Organizations,Mombasa,-4.02745000000,39.61751000000
720,Bona Medical Clinic,Medical Clinic,Private Enterprise (Institution),Mombasa,-4.00269000000,39.69856000000
721,Bonchoge Dispensary,Dispensary,Ministry of Health,Nandi,0.12129000000,34.90362000000
722,Bonde Dispensary,Dispensary,Ministry of Health,Kisumu,-0.31432000000,34.88627000000
723,Bondeni Dispensary (Nakuru Central),Dispensary,Local Authority,Nakuru,-0.29061000000,36.08127000000
724,Bondeni Dispensary (Trans Nzoia West),Dispensary,Ministry of Health,Trans Nzoia,0.98921000000,34.89612000000
725,Bondeni Maternity,Maternity Home,Ministry of Health,Nakuru,-0.29575000000,36.07952000000
726,Bondo Dispensary,Dispensary,Ministry of Health,Migori,-1.09829000000,34.40115000000
727,Bondo District Hospital,District Hospital,Ministry of Health,Siaya,-0.09021000000,34.27450000000
728,Bondo Medical Clinic,Medical Clinic,Private Enterprise (Institution),Siaya,-0.09830000000,34.27539000000
729,Bondo Nyironge Medical Clinic,Medical Clinic,Private Enterprise (Institution),Migori,-1.10300000000,34.39400000000
730,Bondo University Clinic,Medical Clinic,Academic (if registered),Siaya,-0.09380000000,34.25786000000
731,Bonjoge Dispensary,Dispensary,Ministry of Health,Nandi,0.11731000000,34.90231000000
732,Bonzina Medical Clinic,Medical Clinic,Private Enterprise (Institution),Kajiado,-1.38778000000,36.75230000000
733,Boore Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kiambu,-1.02794000000,37.06850000000
734,Bora Bora Clinic,Medical Clinic,Private Enterprise (Institution),Homa Bay,-0.73072000000,34.36853000000
735,Bora Imani Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Tana River,-2.51278000000,40.54617000000
736,Borabu Medical Clinic,Medical Clinic,Private Enterprise (Institution),Mombasa,-3.96966000000,39.73333000000
737,Borabu Nursing Home,Nursing Home,Private Practice - Nurse / Midwife,Nyamira,-0.75647000000,35.01680000000
738,Borana Dispensary,Dispensary,Private Enterprise (Institution),Laikipia,0.22592000000,37.28184000000
739,Borangi Health Centre,Health Centre,Ministry of Health,Kisii,-0.86912000000,34.84983000000
740,Border Clinic,Medical Clinic,Private Enterprise (Institution),Migori,-1.23508000000,34.48347000000
741,Border Medical Care,Medical Clinic,Private Enterprise (Institution),Kajiado,-1.84189000000,36.78987000000
742,Bore Hole 11 Health Centre,Health Centre,Ministry of Health,Mandera,2.71228000000,40.91763000000
743,Bore Singwaya Dispensary,Dispensary,Community Development Fund,Kilifi,-3.05256000000,39.90663000000
744,Borehole Five Dispensary,Dispensary,Ministry of Health,Garissa,0.00107000000,40.21125000000
745,Bori Dispensary,Dispensary,Ministry of Health,Marsabit,3.51883000000,38.98086000000
746,Boro Dispensary,Dispensary,Ministry of Health,Siaya,0.08843000000,34.23423000000
747,Borrowonin Dispensary,Dispensary,Ministry of Health,Baringo,0.44468000000,35.78137000000
748,Boru Haro Model Health Centre,Health Centre,Ministry of Health,Marsabit,2.31809000000,38.05954000000
749,Bosiango Health Centre,Health Centre,Ministry of Health,Nyamira,-0.63996000000,34.95055000000
750,Bosongo Hospital,Other Hospital,Private Enterprise (Institution),Kisii,-0.66426000000,34.75456000000
751,Bossei Dispensary,Dispensary,Ministry of Health,Baringo,0.67729000000,35.78670000000
752,Boston Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nyandarua,-0.36338000000,36.34613000000
753,Bour-Algy Dispensary,Dispensary,Ministry of Health,Garissa,-0.50582000000,39.67562000000
754,Bouti Dispensary,Dispensary,Ministry of Health,Kisii,-0.39590000000,34.46060000000
755,Boya Nursing Home,Nursing Home,Private Enterprise (Institution),Kisumu,-0.16599000000,34.94904000000
756,Boyani Dispensary,Dispensary,Other Faith Based,Vihiga,-0.01333000000,34.73471000000
757,BP1 Dispensary,Dispensary,Ministry of Health,Mandera,3.96481000000,41.88834000000
758,Brase Clinic and Eye Centre,Medical Clinic,Christian Health Association of Kenya,Migori,-1.10686000000,34.45543000000
759,Bravo Medical Clinic (Marsabit),Medical Clinic,Private Practice - Nurse / Midwife,Marsabit,2.33023000000,37.98912000000
760,Breeze Hospital,Nursing Home,Private Enterprise (Institution),Murang'a,-0.93962000000,37.12439000000
761,Bridgeway Clinic,Medical Clinic,Private Practice - Medical Specialist,Nairobi,-1.26738000000,36.74900000000
762,Bridging Out-Patient,Medical Clinic,Private Practice - General Practitioner,Nairobi,-1.18420000000,36.90333000000
763,Bright Clinic,Medical Clinic,Private Enterprise (Institution),Meru,0.33724000000,37.98751000000
764,Bristal Park Hospital,Other Hospital,Private Practice - General Practitioner,Nairobi,-1.31319000000,36.89455000000
765,British American Tobacco Kenya Clinic,Medical Clinic,Private Enterprise (Institution),Nairobi,-1.30535000000,36.85656000000
766,Brooks Health Care Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kiambu,-1.19316000000,36.77799000000
767,Brother andre Clinic,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,Nairobi,-1.34196000000,36.79921000000
768,Brown's Memorial Medical Centre,Nursing Home,Private Enterprise (Institution),Trans Nzoia,0.99543000000,34.92769000000
769,Bubisa Dispensary,Dispensary,Ministry of Health,Marsabit,2.41856000000,38.05832000000
770,Buburi Community Clinic,Medical Clinic,Non-Governmental Organizations,Busia,0.21513000000,34.08831000000
771,Buchangu Dispensary,Dispensary,Ministry of Health,Kakamega,0.44564000000,34.67083000000
772,Buchenge Dispensary,Dispensary,Community,Kericho,-0.26505000000,35.32758000000
773,Budalangi Dispensary,Dispensary,Ministry of Health,Busia,0.13036000000,34.02777000000
774,Budonga Dispensary,Dispensary,Ministry of Health,Kakamega,0.39812000000,34.61022300000
775,Buduta Dispensary,Dispensary,Ministry of Health,Busia,0.22236000000,34.10953000000
776,Bugamangi Dispensary,Dispensary,Ministry of Health,Vihiga,0.06011000000,34.71465000000
777,Bughuta Health Centre,Health Centre,Ministry of Health,Taita Taveta,-3.68821000000,38.66798000000
778,Bugina Health Centre,Health Centre,Ministry of Health,Vihiga,0.14900000000,34.76777000000
779,Bugumbe Health Centre,Health Centre,Ministry of Health,Migori,-1.17283000000,34.43824000000
780,Bujumba Dispensary,Dispensary,Other Faith Based,Busia,0.32244000000,34.21409000000
781,Bukalama Dispensary,Dispensary,Ministry of Health,Busia,0.45067000000,34.18741000000
782,Bukaya Health Centre,Health Centre,Ministry of Health,Kakamega,0.26004000000,34.44942000000
783,Bukaya Medical Centre,Medical Clinic,Private Practice - Medical Specialist,Kakamega,0.25506500000,34.41830000000
784,Bukembe Dispensary,Dispensary,Ministry of Health,Bungoma,0.61193900000,34.65829200000
785,Bukhalalire Dispensary,Dispensary,Ministry of Health,Busia,0.31826000000,34.27498000000
786,Bukura Health Centre,Health Centre,Ministry of Health,Kakamega,0.21919000000,34.62051000000
787,Bukura Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kakamega,0.22285000000,34.61344000000
788,Bula Golol Dispensary,Dispensary,Ministry of Health,Garissa,-1.13582000000,40.53136000000
789,Bulesa Dispensary,Dispensary,Ministry of Health,Isiolo,0.95818000000,38.53321000000
790,Bulla Game Medical Clinic and Laboratory,Medical Clinic,Private Practice - Nurse / Midwife,Garissa,-0.49767000000,39.67074000000
791,Bulla Hagar Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Garissa,-0.42667000000,39.66695000000
792,Bulla Medina Clinic,Medical Clinic,Private Practice - Clinical Officer,Garissa,-0.42791000000,39.64983000000
793,Bulla Mpya Nursing Home,Nursing Home,Private Practice - Nurse / Midwife,Mandera,3.93839000000,41.86454000000
794,Bulla Mzuri Dispensary,Dispensary,Ministry of Health,Garissa,-0.46139000000,39.67394000000
795,Bulla Tawakal Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Mandera,3.93859000000,41.86474000000
796,Bullampya Medical Clinic,Medical Clinic,Private Enterprise (Institution),Mandera,3.93431000000,41.84988000000
797,Bulondo Dispensary,Dispensary,Ministry of Health,Bungoma,0.49746000000,34.48410000000
798,Bultohama Dispensary,Dispensary,Ministry of Health,Garissa,-1.76962000000,40.44238000000
799,Bulwani Dispensary,Dispensary,Ministry of Health,Busia,0.00877000000,34.01344000000
800,Bumala A Health Centre,Health Centre,Ministry of Health,Busia,0.30231000000,34.19140000000
801,Bumala B Health Centre,Health Centre,Ministry of Health,Busia,0.38995000000,34.35010000000
802,Bumala CFW clinic,Medical Clinic,Non-Governmental Organizations,Busia,0.30464000000,34.20157000000
803,Bumula Health Centre,Health Centre,Ministry of Health,Bungoma,0.57248000000,34.43790000000
804,Bumutiru Dispensary,Dispensary,Ministry of Health,Busia,0.37592000000,34.25369000000
805,Buna Sub-District Hospital,Sub-District Hospital,Ministry of Health,Wajir,2.79142000000,39.49683000000
806,Bunde Dispensary,Dispensary,Ministry of Health,Kisumu,-0.21854000000,34.89962000000
807,Bungasi Health Centre,Health Centre,Ministry of Health,Kakamega,0.19947000000,34.39919000000
808,Bungoma Beyond Zero Mobile Unit,Dispensary,Ministry of Health,Bungoma,0.71026000000,34.66171000000
809,Bungoma County Referal Hospital,District Hospital,Ministry of Health,Bungoma,0.57548000000,34.55943000000
